,year,month,article,qid,monthly_pageviews
3806,2024,3,No Time to Die,Q84761142,24012.0
3807,2024,3,Zombie,Q169298,23840.0
3808,2024,3,...Baby One More Time,Q155016,20112.0
3809,2024,3,Flowers,Q115945493,19235.0
3810,2024,3,Not My Fault,Q124353181,17562.0
3811,2024,3,Lose Control,Q122332978,17530.0
3812,2024,3,Wagon Wheel,Q7959653,17172.0
3813,2024,3,Cruel Summer,Q67184416,16746.0
3814,2024,3,Beautiful Things,Q124422481,16614.0
3815,2024,3,Like That,,16533.0
3816,2024,3,Tennessee Whiskey,Q3518110,16307.0
3817,2024,3,Water,Q123169436,15673.0
3818,2024,3,Yeah!,Q744297,15562.0
3819,2024,3,Tutti Frutti,Q2001828,15391.0
3820,2024,3,Money for Nothing,Q1165404,14823.0
3821,2024,3,My Favorite Things,Q546331,14599.0
3822,2024,3,Baby,Q1647391,13667.0
3823,2024,3,Erika,Q700867,13302.0
3824,2024,3,I,Q18208944,13166.0
3825,2024,3,Weapon of Choice,Q48767503,12783.0
3826,2024,3,Silver Springs,Q7516352,12776.0
3827,2024,3,The Boy Is Mine,Q124817156,12550.0
3828,2024,3,Bad Blood,Q19892111,12465.0
3829,2024,3,Hurt,Q1142043,12132.0
3830,2024,3,Africa,Q383842,11743.0
3831,2024,3,Stan,Q312122,11488.0
3832,2024,3,The Boys of Summer,Q964737,11327.0
3833,2024,3,Love Story,Q1764379,11140.0
3834,2024,3,Y.M.C.A.,Q592696,11079.0
3835,2024,3,Selfish,Q124369154,11037.0
3836,2024,3,The Veldt,Q387939,10738.0
3837,2024,3,Leave the World Behind,Q23056,10728.0
3838,2024,3,O.P.P.,Q7072070,10638.0
3839,2024,3,Redrum,Q124317039,10622.0
3840,2024,3,Make Me Lose Control,Q6739007,10568.0
3841,2024,3,No,Q23004224,10567.0
3842,2024,3,Ghostbusters,Q1392942,10449.0
3843,2024,3,What's Up?,Q2604122,10417.0
3844,2024,3,Helter Skelter,Q1057533,10417.0
3845,2024,3,Now and Then,Q3293037,10246.0
3846,2024,3,La Bamba,Q641677,10208.0
3847,2024,3,Dixie,Q1231722,10183.0
3848,2024,3,Houdini,Q123273186,10158.0
3849,2024,3,Unwritten,Q999593,9965.0
3850,2024,3,Creep,Q863433,9959.0
3851,2024,3,Go All the Way,Q5574690,9916.0
3852,2024,3,Stand by Me,Q1513654,9793.0
3853,2024,3,Shallow,Q56770393,9786.0
3854,2024,3,Drivers License,Q104774451,9738.0
3855,2024,3,Jeremy,Q1786535,9664.0
3856,2024,3,Kokomo,Q1742084,9661.0
3857,2024,3,Ode to Billie Joe,Q2078402,9626.0
3858,2024,3,Betty,Q97929991,9622.0
3859,2024,3,Go All the Way,Q5574690,9582.0
3860,2024,3,Anti-Hero,Q114721508,9479.0
3861,2024,3,Dreams,Q2311707,9450.0
3862,2024,3,Thriller,Q380825,9444.0
3863,2024,3,I Can Only Imagine,Q5976590,9338.0
3864,2024,3,Imagine,Q1971,9330.0
3865,2024,3,This Is America,Q52808665,9306.0
3866,2024,3,Bridge over Troubled Water,Q913700,9110.0
3867,2024,3,WAP,Q98066028,9008.0
3868,2024,3,Marjorie,Q104184919,8994.0
3869,2024,3,Lola,Q2706015,8833.0
3870,2024,3,1985,Q4391031,8830.0
3871,2024,3,MacArthur Park,Q4357239,8813.0
3872,2024,3,Low,Q1579259,8782.0
3873,2024,3,Toxic,Q379751,8731.0
3874,2024,3,22,Q720620,8725.0
3875,2024,3,The Twelve Days of Christmas,Q112577,8649.0
3876,2024,3,Saturn,Q124648690,8549.0
3877,2024,3,Time After Time,Q1808348,8522.0
3878,2024,3,Edelweiss,Q2735688,8440.0
3879,2024,3,Your Love,Q5853236,8440.0
3880,2024,3,Fireflies,Q1165917,8359.0
3881,2024,3,Facts,Q124550519,8345.0
3882,2024,3,Blue Monday,Q885777,8308.0
3883,2024,3,Landslide,Q3392431,8239.0
3884,2024,3,Our Song,Q2262482,8221.0
3885,2024,3,Let It Be,Q184259,8144.0
3886,2024,3,What You Won't Do for Love,Q7991506,8123.0
3887,2024,3,Who Are You,Q2421169,8058.0
3888,2024,3,Summertime,Q844046,8034.0
3889,2024,3,Radioactive,Q7281218,7927.0
3890,2024,3,Alouette,Q1138836,7909.0
3891,2024,3,Islands in the Stream,Q1163515,7906.0
3892,2024,3,The Boy Is Mine,Q1088774,7876.0
3893,2024,3,Vampire,Q119451063,7821.0
3894,2024,3,Iris,Q1932351,7820.0
3895,2024,3,Happy,Q15275920,7757.0
3896,2024,3,Snooze,Q117842122,7728.0
3897,2024,3,Ocean Eyes,Q30603613,7659.0
3898,2024,3,Rasputin,Q3503685,7644.0
3899,2024,3,Piano Man,Q1813850,7636.0
3900,2024,3,The Way,Q683320,7581.0
3901,2024,3,Black Velvet,Q880611,7554.0
3902,2024,3,Wild Horses,Q240211,7515.0
3903,2024,3,Yesterday,Q202698,7498.0
3904,2024,3,The Man Who Sold the World,Q2341319,7472.0
3905,2024,3,Kiss Me,Q2291989,7467.0
3906,2024,3,Tim McGraw,Q2076570,7460.0
3907,2024,3,Something,Q210485,7407.0
3908,2024,3,Runaway,Q2664309,7390.0
3909,2024,3,White Rabbit,Q1138361,7384.0
3910,2024,3,Bad Guy,Q62618893,7383.0
3911,2024,3,Like a Prayer,Q1420677,7380.0
3912,2024,3,Yellow,Q529026,7324.0
3913,2024,3,Paper Planes,Q2721073,7299.0
3914,2024,3,Without You,Q698481,7271.0
3915,2024,3,Fire and Rain,Q5451533,7238.0
3916,2024,3,Just the Two of Us,Q634821,7156.0
3917,2024,3,Obsessed,Q125024843,7126.0
3918,2024,3,Tik Tok,Q164100,7108.0
3919,2024,3,Wind of Change,Q157355,7104.0
3920,2024,3,Where the Wild Things Are,Q124040082,7072.0
3921,2024,3,There She Goes,Q2736391,7041.0
3922,2024,3,Down Under,Q1253170,6984.0
3923,2024,3,September,Q3075151,6977.0
3924,2024,3,Mr. Bojangles,Q841967,6962.0
3925,2024,3,Baker Street,Q804380,6953.0
3926,2024,3,Bodyguard,,6951.0
3927,2024,3,Wrecking Ball,Q14661781,6947.0
3928,2024,3,Purple Rain,Q2000445,6923.0
3929,2024,3,Copacabana,Q1130943,6898.0
3930,2024,3,Deja Vu,Q106291700,6884.0
3931,2024,3,Joy to the World,Q6297345,6801.0
3932,2024,3,Friday,Q1770461,6773.0
3933,2024,3,Respect,Q2030651,6743.0
3934,2024,3,Yellow Submarine,Q832799,6699.0
3935,2024,3,Thank You,Q1635376,6649.0
3936,2024,3,Austin,,6638.0
3937,2024,3,All Star,Q1404968,6592.0
3938,2024,3,Poker Face,Q153029,6534.0
3939,2024,3,Electric Avenue,Q2688110,6527.0
3940,2024,3,Waterfalls,Q1121052,6521.0
3941,2024,3,Gloria,Q2991794,6494.0
3942,2024,3,Ring of Fire,Q1473718,6479.0
3943,2024,3,Umbrella,Q155447,6414.0
3944,2024,3,Stick Season,Q123418409,6402.0
3945,2024,3,Human Nature,Q732826,6383.0
3946,2024,3,Believe,Q2639231,6368.0
3947,2024,3,9 to 5,Q4646459,6367.0
3948,2024,3,Karma,Q114805013,6355.0
3949,2024,3,Venus,Q749752,6345.0
3950,2024,3,The Final Countdown,Q1165771,6341.0
3951,2024,3,Everybody,Q123990059,6255.0
3952,2024,3,Poison,Q7208434,6176.0
3953,2024,3,Take It to the Limit,Q3980281,6085.0
3954,2024,3,Clint Eastwood,Q770786,6078.0
3955,2024,3,The Gambler,Q5559091,6063.0
3956,2024,3,Greedy,Q122662730,6043.0
3957,2024,3,Walk on the Wild Side,Q2454080,6030.0
3958,2024,3,Summer Breeze,Q7637277,6020.0
3959,2024,3,Hiss,Q124363248,5993.0
3960,2024,3,Buddy Holly,Q578498,5987.0
3961,2024,3,Witch Doctor,Q8027833,5963.0
3962,2024,3,The U.S. Air Force,Q7771013,5961.0
3963,2024,3,Sukiyaki,Q1770488,5942.0
3964,2024,3,Hound Dog,Q865095,5927.0
3965,2024,3,Jump,Q720547,5904.0
3966,2024,3,Paint the Town Red,Q121167968,5872.0
3967,2024,3,Dream On,Q686850,5871.0
3968,2024,3,Highwayman,Q16843253,5866.0
3969,2024,3,It's My Life,Q1675420,5862.0
3970,2024,3,Happy Together,Q2733482,5848.0
3971,2024,3,It's a Jungle Out There,Q3155809,5787.0
3972,2024,3,Rocket Man,Q56070897,5754.0
3973,2024,3,Cotton Eye Joe,Q19875576,5733.0
3974,2024,3,Justice for All,Q116979449,5671.0
3975,2024,3,Valerie,Q2634654,5624.0
3976,2024,3,1-800-273-8255,Q30606332,5621.0
3977,2024,3,Smooth,Q1036227,5618.0
3978,2024,3,Wake Me Up,Q13557314,5609.0
3979,2024,3,Torn,Q1193181,5601.0
3980,2024,3,Turn the Page,Q2717247,5590.0
3981,2024,3,Relax,Q104175596,5589.0
3982,2024,3,Crazy,Q2083222,5582.0
3983,2024,3,Barracuda,Q3635151,5582.0
3984,2024,3,Lean on Me,Q1423445,5545.0
3985,2024,3,I Luv It,,5516.0
3986,2024,3,A Thousand Years,Q82123,5512.0
3987,2024,3,Desperado,Q4037259,5475.0
3988,2024,3,Exile,Q97664817,5463.0
3989,2024,3,3,Q229553,5451.0
3990,2024,3,Once in a Lifetime,Q661493,5439.0
3991,2024,3,Cry Me a River,Q572144,5438.0
3992,2024,3,Rosanna,Q525539,5435.0
3993,2024,3,Chicago,Q16920511,5430.0
3994,2024,3,Butterfly,Q582848,5405.0
3995,2024,3,Take Me Home Tonight,Q1324983,5385.0
3996,2024,3,Overcompensate,Q124711372,5365.0
3997,2024,3,Vogue,Q1128775,5327.0
3998,2024,3,The Rose,Q1808804,5327.0
3999,2024,3,One,Q938656,5327.0
4000,2024,3,You Get What You Give,Q1408207,5277.0
4001,2024,3,Cardigan,Q97631372,5246.0
4002,2024,3,"""Heroes""",Q701655,5241.0
4003,2024,3,Wildest Dreams,Q20882673,5240.0
4004,2024,3,Hurricane,Q1419882,5237.0
4005,2024,3,What's Going On,Q2517476,5227.0
4006,2024,3,Closing Time,Q5135443,5204.0
4007,2024,3,Sunflower,Q57939337,5200.0
4008,2024,3,Rooster,Q2554050,5195.0
4009,2024,3,Wild Thing,Q225027,5182.0
4010,2024,3,Dreams,Q98910463,5157.0
4011,2024,3,Those Were the Days,Q88222469,5129.0
4012,2024,3,Rhiannon,Q959036,5120.0
4013,2024,3,Ohio,Q2137506,5105.0
4014,2024,3,Mickey,Q257424,5072.0
4015,2024,3,Dancing in the Dark,Q1159364,5044.0
4016,2024,3,Live and Let Die,Q568484,5041.0
4017,2024,3,Oops!... I Did It Again,Q733931,5034.0
4018,2024,3,Good Vibrations,Q11101138,5031.0
4019,2024,3,Popular,Q118979027,5021.0
4020,2024,3,Thunderstruck,Q2430003,5016.0
4021,2024,3,Feather,Q123312089,5014.0
4022,2024,3,Mr. Jones,Q1995488,4958.0
4023,2024,3,Linger,Q2734705,4957.0
4024,2024,3,My Girl,Q1541182,4950.0
4025,2024,3,Perfect,Q29051557,4942.0
4026,2024,3,Without Me,Q1479183,4939.0
4027,2024,3,Crazy,Q5183105,4922.0
4028,2024,3,Roxanne,Q1631268,4915.0
4029,2024,3,Closer,Q239076,4913.0
4030,2024,3,Long Live,Q10319654,4908.0
4031,2024,3,Tom Sawyer,Q2630950,4902.0
4032,2024,3,Earth,Q63245158,4901.0
4033,2024,3,What's Love Got to Do with It,Q2300404,4899.0
4034,2024,3,The Wayfaring Stranger,Q3989961,4892.0
4035,2024,3,Enchanted,Q96377272,4871.0
4036,2024,3,Southern Cross,Q7569812,4838.0
4037,2024,3,"Thank U, Next",Q59297929,4836.0
4038,2024,3,Bad,Q275422,4830.0
4039,2024,3,Love Song,Q276136,4822.0
4040,2024,3,Revolution,Q2619535,4820.0
4041,2024,3,Levitating,Q90599924,4796.0
4042,2024,3,Von Dutch,Q124606110,4781.0
4043,2024,3,Sunny,Q2633886,4753.0
4044,2024,3,Perfect Day,Q1463270,4735.0
4045,2024,3,Heart of Glass,Q635756,4713.0
4046,2024,3,The Man,Q66314458,4701.0
4047,2024,3,7,Q4643816,4694.0
4048,2024,3,Gold Digger,Q2628090,4693.0
4049,2024,3,Ironic,Q2287863,4685.0
4050,2024,3,Kashmir,Q978391,4684.0
4051,2024,3,Calm Down,Q113669344,4672.0
4052,2024,3,Kill Bill,Q115706733,4667.0
4053,2024,3,Iron Man,Q910905,4657.0
4054,2024,3,I Miss You,Q2739062,4655.0
4055,2024,3,Big Foot,Q124385775,4653.0
4056,2024,3,Loser,Q2363966,4650.0
4057,2024,3,My Own Worst Enemy,Q6946243,4641.0
4058,2024,3,Willow,Q104092599,4601.0
4059,2024,3,Daddy,Q13293685,4587.0
4060,2024,3,Brutal,Q107123213,4585.0
4061,2024,3,How Deep Is Your Love,Q1573223,4579.0
4062,2024,3,Milkshake,Q1761593,4578.0
4063,2024,3,Ronan,Q2758707,4570.0
4064,2024,3,I'll Be Seeing You,Q720569,4566.0
4065,2024,3,Drive,Q169987,4565.0
4066,2024,3,Nightshift,Q1387798,4550.0
4067,2024,3,Break My Heart,Q88098498,4534.0
4068,2024,3,Solsbury Hill,Q1808658,4527.0
4069,2024,3,Rapture,Q1714785,4519.0
4070,2024,3,One Love,Q2464708,4516.0
4071,2024,3,Frolic,Q118945325,4505.0
4072,2024,3,Forever,Q2553206,4489.0
4073,2024,3,Redbone,Q28452669,4487.0
4074,2024,3,Atlantic City,Q3445324,4476.0
4075,2024,3,Famous,Q23647071,4469.0
4076,2024,3,Get Lucky,Q11510350,4459.0
4077,2024,3,Angel Eyes,Q4762145,4453.0
4078,2024,3,Lover,Q66382926,4448.0
4079,2024,3,Vienna,Q2523320,4420.0
4080,2024,3,Just Dance,Q189007,4414.0
4081,2024,3,Do It Again,Q5286056,4413.0
4082,2024,3,Wish You Were Here,Q1130223,4397.0
4083,2024,3,Chandelier,Q16028874,4395.0
4084,2024,3,Cherry Bomb,Q5092300,4393.0
4085,2024,3,Fantasy,Q996033,4380.0
4086,2024,3,Stronger,Q2018005,4364.0
4087,2024,3,Mia Khalifa,Q74208810,4357.0
4088,2024,3,Shut Up and Dance,Q18786700,4346.0
4089,2024,3,Forever Young,Q1437266,4333.0
4090,2024,3,Toy Soldiers,Q2446997,4328.0
4091,2024,3,Diamonds,Q74038,4277.0
4092,2024,3,Stay,Q107439752,4274.0
4093,2024,3,Father and Son,Q1398035,4264.0
4094,2024,3,The Yellow Rose of Texas,Q1934656,4260.0
4095,2024,3,The Prayer,Q1450954,4247.0
4096,2024,3,Brown Sugar,Q991121,4242.0
4097,2024,3,Cult of Personality,Q2756130,4234.0
4098,2024,3,Changes,Q2086380,4229.0
4099,2024,3,Better Man,Q27677387,4223.0
4100,2024,3,Unholy,Q113876065,4216.0
4101,2024,3,Traitor,Q107525406,4214.0
4102,2024,3,Runaway Train,Q2574626,4204.0
4103,2024,3,Danger Zone,Q5216027,4204.0
4104,2024,3,Hello,Q1603052,4183.0
4105,2024,3,Forever Young,Q1437264,4181.0
4106,2024,3,Fuck You,Q57898891,4179.0
4107,2024,3,Last Night,Q116824945,4175.0
4108,2024,3,City of New Orleans,Q21643112,4172.0
4109,2024,3,I Can See You,Q120459946,4171.0
4110,2024,3,True,Q1605038,4167.0
4111,2024,3,You Belong to Me,Q3437349,4136.0
4112,2024,3,The Lady in Red,Q2191286,4132.0
4113,2024,3,Complicated,Q543362,4127.0
4114,2024,3,Misty,Q1939352,4119.0
4115,2024,3,Come as You Are,Q910487,4108.0
4116,2024,3,Mean,Q2303661,4098.0
4117,2024,3,Call Me,Q857507,4097.0
4118,2024,3,Maneater,Q1143166,4092.0
4119,2024,3,Sledgehammer,Q593978,4073.0
4120,2024,3,Into the Night,Q6058113,4072.0
4121,2024,3,Cruel Summer,Q1141939,4059.0
4122,2024,3,Whip It,Q7993694,4053.0
4123,2024,3,I'll Be There for You,Q2006198,4045.0
4124,2024,3,Mo Bamba,Q56283767,4039.0
4125,2024,3,The Hanging Tree,Q18601898,4019.0
4126,2024,3,Jailhouse Rock,Q1353423,3997.0
4127,2024,3,Royals,Q14370331,3984.0
4128,2024,3,Eve of Destruction,Q1381626,3980.0
4129,2024,3,Rico Suave,Q7332282,3980.0
4130,2024,3,As Time Goes By,Q719975,3954.0
4131,2024,3,Regulate,Q7309633,3949.0
4132,2024,3,Kyrie,Q1748161,3940.0
4133,2024,3,Godzilla,Q83050393,3939.0
4134,2024,3,Havana,Q35282195,3924.0
4135,2024,3,Born This Way,Q189002,3915.0
4136,2024,3,Hard to Handle,Q16841151,3908.0
4137,2024,3,Girlfriend,Q738474,3908.0
4138,2024,3,Easter Parade,Q5329894,3899.0
4139,2024,3,Born in the U.S.A.,Q522215,3897.0
4140,2024,3,Boulevard of Broken Dreams,Q1641812,3897.0
4141,2024,3,1979,Q2733678,3873.0
4142,2024,3,Valerie,Q3553704,3871.0
4143,2024,3,Hypnotize,Q1629508,3870.0
4144,2024,3,Footloose,Q653189,3863.0
4145,2024,3,El Paso,Q5351760,3860.0
4146,2024,3,Blue Moon,Q804574,3842.0
4147,2024,3,Rhythm of the Night,Q1406189,3842.0
4148,2024,3,Rehab,Q257517,3829.0
4149,2024,3,Midnight Special,Q4044259,3822.0
4150,2024,3,Because of You,Q868569,3821.0
4151,2024,3,Southern Man,Q2904707,3818.0
4152,2024,3,Bang Bang,Q17468562,3802.0
4153,2024,3,Halo,Q147734,3801.0
4154,2024,3,Never Enough,Q106899363,3801.0
4155,2024,3,Believer,Q28737603,3781.0
4156,2024,3,Easy,Q5331081,3742.0
4157,2024,3,Vincent,Q920366,3738.0
4158,2024,3,Dirty Laundry,Q1228231,3737.0
4159,2024,3,Can't Get Enough,Q124289776,3731.0
4160,2024,3,Ooh La La,Q7095288,3730.0
4161,2024,3,Love,Q6690258,3723.0
4162,2024,3,The Times They Are a-Changin',Q2006225,3722.0
4163,2024,3,I Love It,Q3273659,3720.0
4164,2024,3,We Didn't Start the Fire,Q120441376,3694.0
4165,2024,3,Addicted to Love,Q352920,3676.0
4166,2024,3,Dragula,Q734624,3669.0
4167,2024,3,Gloria,Q3772414,3668.0
4168,2024,3,Superstition,Q727067,3653.0
4169,2024,3,Sailing,Q1172628,3645.0
4170,2024,3,The Middle,Q2616520,3640.0
4171,2024,3,The Power of Love,Q1852653,3638.0
4172,2024,3,Mockingbird,Q2164631,3637.0
4173,2024,3,Dance with the Devil,Q5215345,3635.0
4174,2024,3,Cars,Q3512522,3623.0
4175,2024,3,Sundown,Q7639816,3616.0
4176,2024,3,Monsters,Q85786155,3596.0
4177,2024,3,Don't Let Me Down,Q2078599,3596.0
4178,2024,3,Hold On,Q2069502,3594.0
4179,2024,3,First Person Shooter,Q123039481,3591.0
4180,2024,3,Push,Q2889279,3589.0
4181,2024,3,Numb,Q19973,3587.0
4182,2024,3,FTCU,Q123990023,3570.0
4183,2024,3,The Scientist,Q1991424,3569.0
4184,2024,3,Style,Q18786715,3568.0
4185,2024,3,Bad Boys,Q2629093,3561.0
4186,2024,3,Fame,Q288281,3559.0
4187,2024,3,In the Stars,Q114783970,3546.0
4188,2024,3,These Days,Q7783367,3543.0
4189,2024,3,Someone like You,Q166904,3525.0
4190,2024,3,Wonderful World,Q677927,3514.0
4191,2024,3,Angel,Q1172469,3513.0
4192,2024,3,Baby Come Back,Q4838245,3511.0
4193,2024,3,Roundabout,Q1078140,3504.0
4194,2024,3,The End,Q154187,3500.0
4195,2024,3,One of Us,Q2469978,3493.0
4196,2024,3,Hot Cross Buns,Q10526527,3492.0
4197,2024,3,Informer,Q3798619,3478.0
4198,2024,3,My Immortal,Q1981958,3476.0
4199,2024,3,Kids,Q2327088,3475.0
4200,2024,3,Hurricane,,3472.0
4201,2024,3,Susie Q,Q2281058,3468.0
4202,2024,3,Tequila,Q2892667,3468.0
4203,2024,3,Closer,Q26257738,3459.0
4204,2024,3,Year of the Cat,Q8050903,3456.0
4205,2024,3,My Boo,Q6945064,3451.0
4206,2024,3,S&M,Q830734,3449.0
4207,2024,3,High Hopes,Q54869049,3447.0
4208,2024,3,Open Arms,Q834969,3437.0
4209,2024,3,Like a Virgin,Q542497,3434.0
4210,2024,3,Everywhere,Q5418171,3423.0
4211,2024,3,Rock the Boat,Q899169,3418.0
4212,2024,3,The Message,Q1814594,3409.0
4213,2024,3,Lollipop,Q2474196,3406.0
4214,2024,3,Idol,Q117462019,3384.0
4215,2024,3,Our House,Q1164580,3382.0
4216,2024,3,Coconut,Q5139820,3379.0
4217,2024,3,Unstoppable,Q22666616,3376.0
4218,2024,3,Eyes Without a Face,Q1126532,3368.0
4219,2024,3,Fernando,Q27623,3356.0
4220,2024,3,Polly,Q1575153,3346.0
4221,2024,3,Hunger Strike,Q3143326,3343.0
4222,2024,3,The Promise,Q7758542,3338.0
4223,2024,3,Better Place,Q122890867,3337.0
4224,2024,3,Mustang Sally,Q4993306,3331.0
4225,2024,3,Promiscuous,Q943285,3328.0
4226,2024,3,Get It On,Q5553947,3325.0
4227,2024,3,Bulletproof,Q729178,3319.0
4228,2024,3,The Sign,Q638334,3316.0
4229,2024,3,My Old School,Q17060757,3313.0
4230,2024,3,Our House,Q7110676,3313.0
4231,2024,3,True Colors,Q964588,3286.0
4232,2024,3,Everytime We Touch,Q993833,3277.0
4233,2024,3,The Reason,Q1025631,3272.0
4234,2024,3,Mirrors,Q5514667,3269.0
4235,2024,3,All of Me,Q15427702,3266.0
4236,2024,3,Californication,Q2087371,3258.0
4237,2024,3,Voilà,Q105137334,3252.0
4238,2024,3,I'll Be There,Q1073719,3251.0
4239,2024,3,Firework,Q163412,3245.0
4240,2024,3,Cups,Q14915219,3222.0
4241,2024,3,Ship of Fools,Q7497960,3221.0
4242,2024,3,Lithium,Q1130059,3215.0
4243,2024,3,Eternal Flame,Q1371048,3197.0
4244,2024,3,Peaches,Q17063439,3182.0
4245,2024,3,Breakfast at Tiffany's,Q4179376,3174.0
4246,2024,3,Dark Horse,Q14927695,3152.0
4247,2024,3,When a Man Loves a Woman,Q2456757,3144.0
4248,2024,3,Time,Q641913,3130.0
4249,2024,3,Beyond the Sea,Q2551568,3127.0
4250,2024,3,Rockstar,Q2315723,3121.0
4251,2024,3,Rich Girl,Q7323270,3119.0
4252,2024,3,Night Moves,Q7033371,3112.0
4253,2024,3,Skyfall,Q326790,3110.0
4254,2024,3,China Girl,Q2551963,3107.0
4255,2024,3,Shout,Q950244,3096.0
4256,2024,3,Teardrop,Q1027829,3086.0
4257,2024,3,Convoy,Q3689909,3077.0
4258,2024,3,Escapism,Q115640235,3075.0
4259,2024,3,Downtown,Q2020828,3073.0
4260,2024,3,The Best,Q1319098,3055.0
4261,2024,3,Back to Me,Q124650554,3052.0
4262,2024,3,Save Me,Q120024185,3043.0
4263,2024,3,Get Low,Q2282976,3042.0
4264,2024,3,Peter Cottontail,Q7173409,3037.0
4265,2024,3,War,Q2548927,3023.0
4266,2024,3,King of the Road,Q579766,3015.0
4267,2024,3,Señorita,Q64729088,3013.0
4268,2024,3,White Christmas,Q1131761,3005.0
4269,2024,3,Heaven,Q1319686,3001.0
4270,2024,3,Smile,Q1152776,2977.0
4271,2024,3,Let's Dance,Q1821319,2970.0
4272,2024,3,Shout,Q3959743,2966.0
4273,2024,3,Autumn Leaves,Q79330104,2963.0
4274,2024,3,The Climb,Q1779390,2959.0
4275,2024,3,Just the Way You Are,Q1714123,2958.0
4276,2024,3,Diamonds & Rust,Q1456492,2956.0
4277,2024,3,Me & U,Q3137776,2948.0
4278,2024,3,Death by a Thousand Cuts,Q64596218,2939.0
4279,2024,3,Sara,Q7421538,2935.0
4280,2024,3,Blue Skies,Q885875,2919.0
4281,2024,3,Simple Man,Q1772880,2912.0
4282,2024,3,Beauty and the Beast,Q2454384,2907.0
4283,2024,3,Rollin',Q2262044,2890.0
4284,2024,3,Magic,Q1750363,2881.0
4285,2024,3,Tell It to My Heart,Q1586664,2879.0
4286,2024,3,Celebration,Q859298,2878.0
4287,2024,3,All I Wanna Do,Q1142725,2877.0
4288,2024,3,Wanted Dead or Alive,Q2307249,2874.0
4289,2024,3,You Light Up My Life,Q3572753,2871.0
4290,2024,3,Sorry,Q21198638,2867.0
4291,2024,3,Dizzy,Q5285108,2865.0
4292,2024,3,No Angels,Q125017688,2864.0
4293,2024,3,Padam Padam,Q118534203,2863.0
4294,2024,3,Girl on Fire,Q376611,2850.0
4295,2024,3,The End of the World,Q3366912,2849.0
4296,2024,3,Makeba,Q22056760,2845.0
4297,2024,3,Somebody to Love,Q1574701,2844.0
4298,2024,3,Der Kommissar,Q1194892,2835.0
4299,2024,3,Dilemma,Q2015357,2830.0
4300,2024,3,Flashing Lights,Q2915228,2829.0
4301,2024,3,Woodstock,Q4993570,2828.0
4302,2024,3,Pony,Q7228435,2809.0
4303,2024,3,La Grange,Q1166204,2797.0
4304,2024,3,Roar,Q14559271,2797.0
4305,2024,3,Take Me Out,Q941387,2789.0
4306,2024,3,Juicy,Q2701727,2782.0
4307,2024,3,Lovesong,Q786392,2780.0
4308,2024,3,Baby Blue,Q4838206,2774.0
4309,2024,3,Truth or Dare,Q124245219,2774.0
4310,2024,3,Runaway,Q285001,2772.0
4311,2024,3,Breakaway,Q666168,2770.0
4312,2024,3,Jump,Q15635928,2768.0
4313,2024,3,Delicate,Q50413227,2765.0
4314,2024,3,Centerfold,Q1995973,2756.0
4315,2024,3,Take a Bow,Q2263965,2751.0
4316,2024,3,It's My Life,Q686517,2741.0
4317,2024,3,Control,Q16951268,2732.0
4318,2024,3,The Joker,Q1498615,2730.0
4319,2024,3,Video Games,Q771253,2730.0
4320,2024,3,Alejandro,Q153044,2725.0
4321,2024,3,Vultures,Q123513169,2724.0
4322,2024,3,Bad Day,Q2081392,2710.0
4323,2024,3,The Way It Is,Q2415121,2707.0
4324,2024,3,On the Road Again,Q528674,2705.0
4325,2024,3,Brick,Q2925118,2703.0
4326,2024,3,Scream,Q107654239,2700.0
4327,2024,3,Somebody to Love,Q744564,2699.0
4328,2024,3,Memory,Q1920130,2690.0
4329,2024,3,Apologize,Q7468830,2689.0
4330,2024,3,Morning Dew,Q12605428,2688.0
4331,2024,3,7 Years,Q21504121,2687.0
4332,2024,3,Missing You,Q866186,2678.0
4333,2024,3,Mull of Kintyre,Q1952215,2673.0
4334,2024,3,Fever,Q919452,2673.0
4335,2024,3,Endless Love,Q989611,2672.0
4336,2024,3,Jeepers Creepers,Q6172950,2659.0
4337,2024,3,Michelle,Q1353749,2658.0
4338,2024,3,Don't Give Up,Q2629301,2654.0
4339,2024,3,Heart of Gold,Q1592434,2653.0
4340,2024,3,Brave,Q14913267,2639.0
4341,2024,3,Alright,Q19954301,2631.0
4342,2024,3,The Power of Love,Q2093786,2629.0
4343,2024,3,White Wedding,Q7995524,2625.0
4344,2024,3,Ben,Q49522,2624.0
4345,2024,3,Money,Q838973,2623.0
4346,2024,3,In Your Eyes,Q4122307,2620.0
4347,2024,3,Clarity,Q6614153,2618.0
4348,2024,3,"Nel blu, dipinto di blu",Q598412,2613.0
4349,2024,3,The Unforgiven,Q104208885,2611.0
4350,2024,3,Dreaming of You,Q3303585,2609.0
4351,2024,3,To Love Somebody,Q2322142,2598.0
4352,2024,3,Brick House,Q4965917,2593.0
4353,2024,3,Clocks,Q615063,2582.0
4354,2024,3,All My Life,Q4729118,2580.0
4355,2024,3,Faded,Q22041338,2572.0
4356,2024,3,Pompeii,Q7227455,2563.0
4357,2024,3,Poison,Q124658193,2562.0
4358,2024,3,Alive,Q1461284,2559.0
4359,2024,3,Crazy for You,Q1139281,2559.0
4360,2024,3,Ticket to Ride,Q959812,2558.0
4361,2024,3,Santeria,Q3472816,2548.0
4362,2024,3,Clown,Q3932135,2545.0
4363,2024,3,Just the Way You Are,Q170183,2541.0
