,year,month,article,qid,monthly_pageviews,genre,artist
3359,2024,2,Fade to Black,Q1752956,214.0,heavy metal,Metallica
3360,2024,2,Love Is a Long Road,Q116730199,214.0,,Tom Petty
3361,2024,2,U-Turn,Q2351703,214.0,contemporary R&B,Usher
3362,2024,2,Novacane,Q10337920,214.0,,Frank Ocean
3363,2024,2,Aqualung,Q2542129,213.0,progressive rock,Jethro Tull
3364,2024,2,Sacrifice,Q2338119,213.0,pop music,Elton John
3365,2024,2,Dead Presidents,Q5245352,212.0,East Coast hip-hop,Jay-Z
3366,2024,2,I Got This,Q48769455,212.0,contemporary R&B,Jennifer Hudson
3367,2024,2,Father Figure,Q1398028,212.0,pop music,George Michael
3368,2024,2,Wop,Q17087463,212.0,hip-hop,J. Dash
3369,2024,2,Fine by Me,Q5450059,212.0,,Andy Grammer
3370,2024,2,Rainbow,Q65090747,211.0,country music,Kacey Musgraves
3371,2024,2,Norman Fucking Rockwell,Q60839140,211.0,,Lana Del Rey
3372,2024,2,Love Lies,Q50130685,211.0,contemporary R&B,Khalid
3373,2024,2,Sensational,Q123273232,210.0,Afrobeats,
3374,2024,2,Touch the Sky,Q2716288,210.0,hip-hop,Kanye West
3375,2024,2,Abracadabra,Q323324,210.0,pop rock,Steve Miller Band
3376,2024,2,Let the Music Play,Q1821040,210.0,,Shannon
3377,2024,2,Sparks Fly,Q2705596,209.0,country pop,Taylor Swift
3378,2024,2,Coyote,Q5180040,209.0,folk jazz,Joni Mitchell
3379,2024,2,Sledgehammer,Q18590101,209.0,,Fifth Harmony
3380,2024,2,Six Feet Under,Q76163128,209.0,pop music,Billie Eilish
3381,2024,2,The Weekend,Q42683026,208.0,,SZA
3382,2024,2,Planet Rock,Q3391429,207.0,electro,Afrika Bambaataa
3383,2024,2,Breathless,Q2556562,207.0,pop music,The Corrs
3384,2024,2,Heartbreaker,Q527927,207.0,pop music,Mariah Carey
3385,2024,2,Problem,Q16736785,207.0,dance-pop,Ariana Grande
3386,2024,2,Daddy Cool,Q1156952,207.0,disco,Boney M.
3387,2024,2,When We Were Young,Q21684082,206.0,soul,Adele
3388,2024,2,Paid in Full,Q13563351,206.0,hip-hop,Eric B. & Rakim
3389,2024,2,Home,Q1472488,206.0,soft rock,Q153694
3390,2024,2,Now Is the Hour,Q13654208,206.0,,Gracie Fields
3391,2024,2,Potion,Q112134360,205.0,funky house,Calvin Harris
3392,2024,2,Look at Me Now,Q2118825,205.0,hip-hop,Chris Brown
3393,2024,2,Summer in the City,Q1472381,205.0,rock music,The Lovin' Spoonful
3394,2024,2,Wild Wild West,Q4019788,204.0,rapping,Will Smith
3395,2024,2,I Want You Back,Q5979516,204.0,dance-pop,NSYNC
3396,2024,2,Rose Colored Glasses,Q7367691,202.0,country music,John Conlee
3397,2024,2,The Way I Am,Q1412631,201.0,hip-hop,Eminem
3398,2024,2,Bad Habits,Q104856092,201.0,,Usher
3399,2024,2,The Way,Q10858559,201.0,contemporary R&B,Ariana Grande
3400,2024,2,I'm with You,Q834275,200.0,pop rock,Avril Lavigne
3401,2024,2,Shia LaBeouf,Q25206229,199.0,comedy music,Rob Cantor
3402,2024,2,3AM,Q4636559,199.0,pop music,Matchbox Twenty
3403,2024,2,Hurricane,Q108419177,199.0,contemporary R&B,Kanye West
3404,2024,2,Te Felicito,Q111681229,199.0,reggaeton,Shakira
3405,2024,2,Ashes,Q52666565,199.0,pop music,Céline Dion
3406,2024,2,Into the West,Q527711,199.0,pop music,Annie Lennox
3407,2024,2,Womanizer,Q323991,199.0,popular music,Britney Spears
3408,2024,2,Holy Grail,Q14110323,198.0,hip-hop,Jay-Z
3409,2024,2,Live Your Life,Q1050753,198.0,hip-hop,T.I.
3410,2024,2,Self Control,Q1550581,198.0,Italo disco,Raf
3411,2024,2,So Far Away,Q7549155,198.0,folk rock,Carole King
3412,2024,2,Harlem Shake,Q4840274,198.0,hip-hop,Baauer
3413,2024,2,Addicted to You,Q15699757,197.0,vocal house,Avicii
3414,2024,2,Stormy Weather,Q3238185,197.0,,Ethel Waters
3415,2024,2,That's What I Like,Q28452709,197.0,hip-hop soul,Bruno Mars
3416,2024,2,Please Don't Go,Q2584225,196.0,soft rock,KC and the Sunshine Band
3417,2024,2,Human,Q27921626,196.0,soul,Rag'n'Bone Man
3418,2024,2,Shivers,Q108489043,196.0,dance-pop,Ed Sheeran
3419,2024,2,Me Gustas Tú,Q3853426,196.0,Latin music,Manu Chao
3420,2024,2,O.O,Q111057667,196.0,electropop,Nmixx
3421,2024,2,The Grudge,Q122619455,195.0,,Olivia Rodrigo
3422,2024,2,Ray of Light,Q764769,194.0,trance,Madonna
3423,2024,2,Everyday,Q1748061,193.0,pop music,Buddy Holly
3424,2024,2,Crying,Q2043793,193.0,popular music,Roy Orbison
3425,2024,2,Dilemma,Q123944694,193.0,,
3426,2024,2,Come Dancing,Q2985123,192.0,pop rock,The Kinks
3427,2024,2,Lifestyle,Q17812766,192.0,hip-hop,Cash Money Records
3428,2024,2,Stupid Love,Q83412033,192.0,dance-pop,Lady Gaga
3429,2024,2,Lonely Together,Q41589827,192.0,progressive house,Avicii
3430,2024,2,Jam,Q262596,192.0,,Michael Jackson
3431,2024,2,Walking on a Dream,Q1624354,191.0,electronic music,Empire of the Sun
3432,2024,2,Duality,Q550204,191.0,nu metal,Slipknot
3433,2024,2,Lonely,Q2531764,191.0,hip-hop soul,Akon
3434,2024,2,Dang,Q123176634,191.0,pop music,Caroline Polachek
3435,2024,2,Deutschland,Q62565775,191.0,industrial metal,Rammstein
3436,2024,2,Rock the Boat,Q7354883,189.0,disco,Hues Corporation
3437,2024,2,Enemy,Q109875733,189.0,rock music,Imagine Dragons
3438,2024,2,Just Can't Get Enough,Q1027619,189.0,synth-pop,Depeche Mode
3439,2024,2,Sail,Q2361381,189.0,alternative rock,Awolnation
3440,2024,2,Welcome to the Pleasuredome,Q7980829,188.0,popular music,Frankie Goes to Hollywood
3441,2024,2,In the Still of the Night,Q6012950,188.0,doo-wop,The Five Satins
3442,2024,2,Dare,Q2736561,188.0,popular music,Gorillaz
3443,2024,2,All for Love,Q2529083,188.0,rock music,Bryan Adams
3444,2024,2,Me & U,Q3137776,188.0,contemporary R&B,Cassie Ventura
3445,2024,2,Flawless,Q15916876,188.0,trap music,Beyoncé
3446,2024,2,Down by the River,Q2805621,188.0,rock music,Neil Young and Crazy Horse
3447,2024,2,Home,Q124625182,187.0,,
3448,2024,2,Back in the Day,Q4839292,186.0,West Coast hip-hop,Ahmad
3449,2024,2,Tip Drill,Q3297670,186.0,hip-hop,Nelly
3450,2024,2,Fireball,Q18066273,185.0,samba,Pitbull
3451,2024,2,Goosebumps,Q28451977,185.0,psychedelic rap,Travis Scott
3452,2024,2,Sucker,Q61971037,184.0,pop rock,Jonas Brothers
3453,2024,2,Delilah,Q903546,184.0,pop music,Tom Jones
3454,2024,2,Never on Sunday,Q3232370,184.0,schlager music,Melina Mercouri
3455,2024,2,From This Moment On,Q2705776,182.0,country pop,Shania Twain
3456,2024,2,Bad Girls,Q529047,182.0,electronica,M.I.A.
3457,2024,2,Atomic,Q291218,181.0,popular music,Blondie
3458,2024,2,Save Me,Q7428011,180.0,folk music,Aimee Mann
3459,2024,2,Winning,Q8025685,179.0,pop rock,Russ Ballard
3460,2024,2,I Remember You,Q5978810,178.0,jazz,Jimmy Dorsey and His Orchestra
3461,2024,2,Gimme Love,Q122834943,177.0,pop music,
3462,2024,2,Prove It,Q124362352,177.0,,
3463,2024,2,Dirty Laundry,Q30599803,175.0,,All Time Low
3464,2024,2,Don't Make Me Over,Q5291806,174.0,pop music,Dionne Warwick
3465,2024,2,Let It Burn,Q21775793,174.0,,Jazmine Sullivan
3466,2024,2,Spirit,Q65427491,172.0,gospel music,Beyoncé
3467,2024,2,She,Q1082029,171.0,punk rock,Green Day
3468,2024,2,Sex,Q17022868,168.0,,The 1975
3469,2024,2,Bang!,Q104679865,168.0,electropop,AJR
3470,2024,2,Shake It Off,Q17546690,163.0,contemporary R&B,Mariah Carey
3471,2024,2,Glory,Q18823031,163.0,hip-hop,Common
3472,2024,2,"Green, Green",Q11300529,162.0,folk music,The New Christy Minstrels
3473,2024,2,Low,Q118904300,161.0,,
3474,2024,2,The Story of Us,Q2413072,161.0,pop rock,Taylor Swift
3475,2024,2,Free Your Mind,Q3359736,161.0,hard rock,En Vogue
3476,2024,2,Long Black Train,Q6672395,156.0,country music,Josh Turner
3477,2024,2,Go All the Way,Q5574690,156.0,popular music,Raspberries
3478,2024,2,Meltdown,Q121267688,154.0,hip-hop,Travis Scott
3479,2024,2,Life Goes On,Q118632260,154.0,,Ed Sheeran
3480,2024,2,All to Myself,Q65090807,152.0,country music,Dan + Shay
3481,2024,2,High Hopes,Q5755670,152.0,,Frank Sinatra
3482,2024,2,Go Tell It on the Mountain,Q1533390,152.0,Christmas carol,Dolly Parton
3483,2024,2,Why,Q1169388,151.0,pop music,Annie Lennox
3484,2024,2,In the Garden,Q11977017,151.0,,Dolly Parton
3485,2024,2,No Good Deed,Q3877469,148.0,show tune,Idina Menzel
3486,2024,2,Diary,Q901472,148.0,soul,Alicia Keys
3487,2024,2,Samson and Delilah,Q3470960,147.0,,
3488,2024,2,Shannon,Q28451242,147.0,pop rock,Henry Gross
3489,2024,2,Burn the House Down,Q104842979,146.0,pop music,AJR
3490,2024,2,Bellyache,Q30603067,145.0,electropop,Billie Eilish
3491,2024,2,Elvira,Q16992455,145.0,country music,The Oak Ridge Boys
3492,2024,2,Southern Hospitality,Q3501181,144.0,hip-hop,Ludacris
3493,2024,2,Let the Good Times Roll,Q6533090,144.0,rhythm and blues,Shirley Goodman
3494,2024,2,Get Low,Q18160687,144.0,EDM trap music,Dillon Francis
3495,2024,2,Tell Me Why,Q7697489,143.0,pop music,Monica Anghel
3496,2024,2,Stranglehold,Q17039315,143.0,hard rock,Ted Nugent
3497,2024,2,Crush,Q2080812,143.0,pop music,David Archuleta
3498,2024,2,Damage,Q106726009,143.0,contemporary R&B,H.E.R.
3499,2024,2,Heathens,Q24664844,142.0,rap rock,Twenty One Pilots
3500,2024,2,Chlorine,Q60943297,142.0,alternative hip-hop,Twenty One Pilots
3501,2024,2,Telephone Line,Q3517328,141.0,progressive pop,Electric Light Orchestra
3502,2024,2,Moonlight in Vermont,Q11164902,141.0,,Billy Butterfield
3503,2024,2,Therefore I Am,Q101428059,140.0,contemporary R&B,Billie Eilish
3504,2024,2,Cyclone,Q3699844,140.0,crunk,Baby Bash
3505,2024,2,Never Scared,Q16163528,139.0,hardcore hip-hop,Bone Crusher
3506,2024,2,Wait for You,Q7960419,139.0,,Elliott Yamin
3507,2024,2,Bad Girls,Q720678,138.0,disco,Donna Summer
3508,2024,2,Shameless,Q7487532,138.0,rock music,Billy Joel
3509,2024,2,Throwback,Q22043223,138.0,,Usher
3510,2024,2,Obsesión,Q1168546,137.0,bachata,Aventura
3511,2024,2,Adventure,Q116788685,136.0,J-pop,Yoasobi
3512,2024,2,El Shaddai,Q5352155,136.0,contemporary Christian music,Amy Grant
3513,2024,2,Basketball,Q4867643,135.0,hip-hop,Bow Wow
3514,2024,2,Guilty,Q3779660,135.0,popular music,Barbra Streisand
3515,2024,2,Baby Baby,Q4838190,134.0,pop music,Amy Grant
3516,2024,2,Just One Look,Q6316255,134.0,rhythm and blues,Doris Troy
3517,2024,2,Starting Over Again,Q7602584,134.0,country music,Dolly Parton
3518,2024,2,Blind,Q115959805,134.0,,
3519,2024,2,Am I Dreaming,Q119683110,133.0,,
3520,2024,2,S-Class,Q119123586,133.0,hip-hop,
3521,2024,2,Trading Places,Q2352615,133.0,contemporary R&B,Usher
3522,2024,2,Black Balloon,Q2905313,133.0,alternative rock,Goo Goo Dolls
3523,2024,2,Numb,Q1482820,132.0,contemporary R&B,Usher
3524,2024,2,What's Your Name,Q7990862,132.0,electro,Usher
3525,2024,2,The Ground Beneath Her Feet,Q1433048,131.0,rock music,U2
3526,2024,2,Stool Pigeon,Q28452290,131.0,pop music,Kid Creole and the Coconuts
3527,2024,2,Waterloo,Q32503,131.0,pop music,ABBA
3528,2024,2,Cabaret,Q18159846,130.0,,Jill Haworth
3529,2024,2,Another Day,Q2428833,129.0,rock music,Paul McCartney
3530,2024,2,Dumb,Q13582269,127.0,alternative rock,Nirvana
3531,2024,2,One in a Million,Q123374695,126.0,,Bebe Rexha
3532,2024,2,Let's Live for Today,Q6532477,126.0,,The Grass Roots
3533,2024,2,Daughter,Q2530911,126.0,alternative rock,Pearl Jam
3534,2024,2,I Love You So,Q111168878,126.0,,
3535,2024,2,16 Candles,Q3875629,125.0,doo-wop,The Crests
3536,2024,2,No No No,Q15622261,125.0,K-pop,Apink
3537,2024,2,I Need U,Q19939191,124.0,hip-hop,BTS
3538,2024,2,Upside Down,Q1511102,123.0,disco,Diana Ross
3539,2024,2,Man in Black,Q2335324,123.0,protest song,Johnny Cash
3540,2024,2,Your Love,Q2532410,122.0,hip-hop,Nicki Minaj
3541,2024,2,Truth Hurts,Q65034919,122.0,trap music,Lizzo
3542,2024,2,Kodachrome,Q11387500,122.0,pop rock,Paul Simon
3543,2024,2,Secret Love,Q7444056,121.0,traditional pop,Doris Day
3544,2024,2,Violent Crimes,Q55637144,121.0,contemporary R&B,Kanye West
3545,2024,2,Peace on Earth,Q7157554,121.0,protest song,U2
3546,2024,2,Eyes Closed,Q117258436,121.0,pop music,Ed Sheeran
3547,2024,2,Needles and Pins,Q3874206,120.0,pop music,Jackie DeShannon
3548,2024,2,Evil Woman,Q3061621,120.0,pop rock,Electric Light Orchestra
3549,2024,2,Blaze of Glory,Q593415,120.0,pop rock,Jon Bon Jovi
3550,2024,2,I'm Still in Love with You,Q1402746,120.0,rocksteady,Sean Paul
3551,2024,2,Applause,Q14344806,120.0,synth-pop,Lady Gaga
3552,2024,2,Sailing,Q7400205,120.0,,The Sutherland Brothers
3553,2024,2,Jumpsuit,Q56344909,120.0,alternative rock,Twenty One Pilots
3554,2024,2,Bam Bam,Q39069690,119.0,reggae,Sister Nancy
3555,2024,2,Magnolia,Q30611689,118.0,trap music,Playboi Carti
3556,2024,2,Veronica,Q7922383,118.0,rock music,Elvis Costello
3557,2024,2,Queer,Q3927555,118.0,alternative rock,Garbage
3558,2024,2,Die for You,Q30597941,117.0,contemporary R&B,The Weeknd
3559,2024,2,Jungle Love,Q6312864,117.0,contemporary R&B,The Time
3560,2024,2,Boston,Q4947717,116.0,pop rock,Augustana
3561,2024,2,America,Q4742719,116.0,popular music,Neil Diamond
3562,2024,2,That Thing You Do!,Q7711299,116.0,power pop,The Wonders
3563,2024,2,Bye Bye Love,Q737813,116.0,rockabilly,The Everly Brothers
3564,2024,2,Lalala,Q123757374,115.0,hip-hop,Y2K
3565,2024,2,Cruisin',Q5189989,115.0,soul,Yes
3566,2024,2,Shot in the Dark,Q374163,115.0,heavy metal,Ozzy Osbourne
3567,2024,2,Always,Q3444686,115.0,pop music,Irving Kaufman
3568,2024,2,Negasonic Teenage Warhead,Q6987140,114.0,stoner rock,Monster Magnet
3569,2024,2,Rio,Q2067478,114.0,synth-pop,Duran Duran
3570,2024,2,Georgy Girl,Q5548494,114.0,pop rock,The Seekers
3571,2024,2,Shchedryk,Q865064,114.0,,
3572,2024,2,Dark Eyes,Q844473,114.0,Tsyganskiy romance,Ivan Rebroff
3573,2024,2,Red River Valley,Q3231955,113.0,spirituals,
3574,2024,2,The Warrior,Q7773598,113.0,pop rock,Scandal
3575,2024,2,Butterfly,Q608486,113.0,pop music,Mariah Carey
3576,2024,2,Beast of Burden,Q2892919,113.0,rock music,The Rolling Stones
3577,2024,2,Wild Ones,Q1333322,113.0,dance-pop,Flo Rida
3578,2024,2,Miss World,Q3395396,113.0,grunge,Hole
3579,2024,2,Automatic,Q4826493,112.0,,The Pointer Sisters
3580,2024,2,Turn Me Loose,Q7855690,112.0,hard rock,Loverboy
3581,2024,2,I Love You,Q78852383,112.0,acoustic music,Billie Eilish
3582,2024,2,Possum Kingdom,Q17141550,112.0,alternative rock,Toadies
3583,2024,2,The Cure,Q29426937,112.0,pop music,Lady Gaga
3584,2024,2,Man Down,Q583423,112.0,reggae,Rihanna
3585,2024,2,Ziggy Stardust,Q199412,111.0,glam rock,David Bowie
3586,2024,2,Violet,Q3395353,111.0,grunge,Hole
3587,2024,2,Massachusetts,Q656437,110.0,pop music,Bee Gees
3588,2024,2,Speechless,Q956149,110.0,pop music,Michael Jackson
3589,2024,2,Halcyon,Q4040352,110.0,ambient house,Orbital
3590,2024,2,Hurricane,Q4269505,110.0,pop rap,Bridgit Mendler
3591,2024,2,Pump It Up,Q7259804,110.0,hip-hop,Joe Budden
3592,2024,2,Can't Be Tamed,Q858078,109.0,dance-pop,Miley Cyrus
3593,2024,2,No More Tears,Q728192,109.0,heavy metal,Ozzy Osbourne
3594,2024,2,Underdog,Q84841106,109.0,contemporary R&B,Alicia Keys
3595,2024,2,Special,Q116763895,109.0,contemporary R&B,Lizzo
3596,2024,2,Don't Give Up on Me,Q109297316,108.0,pop music,Andy Grammer
3597,2024,2,Kyoto,Q96386497,108.0,popular music,Phoebe Bridgers
3598,2024,2,Shadow Dancing,Q7460506,108.0,disco,Andy Gibb
3599,2024,2,Wide Awake,Q1987149,108.0,dance-pop,Katy Perry
3600,2024,2,No Angel,Q18157904,108.0,chillwave,Beyoncé
3601,2024,2,Vertigo,Q2085194,107.0,rock music,U2
3602,2024,2,Face to Face,Q5428425,107.0,house music,Daft Punk
3603,2024,2,Foolish,Q1435990,107.0,contemporary R&B,Ashanti
3604,2024,2,Cowboy,Q5179513,107.0,country rap,Kid Rock
3605,2024,2,Sugar Man,Q18434989,107.0,rock music,Sixto Rodriguez
3606,2024,2,Victoria's Secret,Q113576306,106.0,rock music,
3607,2024,2,White Horse,Q7994811,106.0,,Laid Back
3608,2024,2,Bad Girl,Q2041243,106.0,pop music,Madonna
3609,2024,2,Boyfriend,Q2001066,106.0,contemporary R&B,Justin Bieber
3610,2024,2,That's All,Q2365185,106.0,,Genesis
3611,2024,2,Can't Stop,Q2292806,106.0,alternative rock,Red Hot Chili Peppers
3612,2024,2,Lodi,Q16961107,106.0,country rock,Creedence Clearwater Revival
3613,2024,2,Real Love,Q1983429,106.0,soul,Mary J. Blige
3614,2024,2,Dreams,Q3715257,106.0,British soul,Gabrielle
3615,2024,2,Heart on My Sleeve,Q117802159,106.0,hip-hop,
3616,2024,2,School's Out,Q1513101,105.0,hard rock,Alice Cooper
3617,2024,2,She Used to Be Mine,Q21203342,105.0,,Sara Bareilles
3618,2024,2,Mr. Lonely,Q2471523,105.0,pop music,Bobby Vinton
3619,2024,2,The Ghost of Tom Joad,Q2630160,105.0,folk rock,Bruce Springsteen
3620,2024,2,The Funeral,Q7735460,105.0,indie rock,Band of Horses
3621,2024,2,Fly,Q5463103,105.0,reggae rock,Sugar Ray
3622,2024,2,45,Q2816861,104.0,hard rock,Shinedown
3623,2024,2,Pussy,Q7261933,104.0,electro,Lords of Acid
3624,2024,2,Meant to Be,Q42532512,104.0,country pop,Bebe Rexha
3625,2024,2,Sometimes,Q753945,104.0,teen pop,Britney Spears
3626,2024,2,The Pill,Q7757121,104.0,country music,Loretta Lynn
3627,2024,2,Private Dancer,Q1472580,104.0,,Tina Turner
3628,2024,2,Hold My Hand,Q17010324,104.0,pop rock,Hootie & the Blowfish
3629,2024,2,Because,Q210395,103.0,art rock,The Beatles
3630,2024,2,Big Girls Don't Cry,Q4905771,103.0,rock music,The Four Seasons
3631,2024,2,Back for Good,Q2574121,103.0,pop music,Take That
3632,2024,2,Video Phone,Q832285,103.0,crunk,Beyoncé
3633,2024,2,Ungrateful,Q114678361,103.0,,Escape the Fate
3634,2024,2,Rush Rush,Q167469,103.0,pop music,Paula Abdul
3635,2024,2,Together Forever,Q785306,103.0,dance-pop,Q219237
3636,2024,2,Civil War,Q742366,103.0,hard rock,Guns N' Roses
3637,2024,2,Angel,Q120633341,102.0,pop music,
3638,2024,2,Heartbreaker,Q5692723,102.0,hard rock,Pat Benatar
3639,2024,2,Control,Q238622,102.0,dance-pop,Janet Jackson
3640,2024,2,Woman,Q1577694,102.0,rock music,John Lennon
3641,2024,2,Chattahoochee,Q5087833,102.0,country music,Alan Jackson
3642,2024,2,Rock and Roll Music,Q2079896,102.0,rock and roll,Chuck Berry
3643,2024,2,Evacuate the Dancefloor,Q993556,102.0,Eurodance,Cascada
3644,2024,2,Bell Bottom Blues,Q4883131,102.0,blues rock,Derek and the Dominos
3645,2024,2,Strut,Q7625416,102.0,pop music,Sheena Easton
3646,2024,2,Rock and Roll,Q2331674,102.0,hard rock,Led Zeppelin
3647,2024,2,Writing's on the Wall,Q20962306,102.0,film score,Sam Smith
3648,2024,2,Contigo,Q124539887,101.0,,Karol G
3649,2024,2,"Endless, Nameless",Q925127,101.0,noise rock,Nirvana
3650,2024,2,Unbelievable,Q968916,101.0,alternative dance,EMF
3651,2024,2,Murder She Wrote,Q48817196,101.0,,Chaka Demus & Pliers
3652,2024,2,Diana,Q5271068,101.0,rock music,Bryan Adams
3653,2024,2,A.D.I.D.A.S.,Q428924,101.0,nu metal,Korn
3654,2024,2,Live Forever,Q769355,101.0,rock music,Oasis
3655,2024,2,Die Another Day,Q611419,101.0,dance-pop,Madonna
3656,2024,2,Rawhide,Q1844307,100.0,,Frankie Laine
3657,2024,2,Damn!,Q5212700,100.0,crunk,YoungBloodZ
3658,2024,2,Paranoid,Q17062357,100.0,hip-hop,Ty Dolla Sign
3659,2024,2,F2F,Q115728427,100.0,,SZA
3660,2024,2,Puppy Love,Q3410904,100.0,pop music,Paul Anka
3661,2024,2,Here's to You,Q3133968,100.0,hymn,Joan Baez
3662,2024,2,In Too Deep,Q2716279,100.0,pop-punk,Sum 41
3663,2024,2,Ameno,Q4742420,100.0,new age music,Era
3664,2024,2,Area Codes,Q2507537,100.0,hip-hop,Ludacris
3665,2024,2,Dreaming,Q518254,100.0,power pop,Blondie
3666,2024,2,Joanne,Q27765745,99.0,country music,Lady Gaga
3667,2024,2,Wah-Wah,Q3565109,99.0,rock music,George Harrison
3668,2024,2,Hot Hot Hot,Q3084047,99.0,calypso,Arrow
3669,2024,2,Then Came You,Q7781315,99.0,soul,Dionne Warwick
3670,2024,2,Half-Breed,Q5641562,99.0,protest song,Cher
3671,2024,2,Bailando,Q16634732,99.0,Latin pop,Enrique Iglesias
3672,2024,2,Biko,Q2902619,99.0,world music,Peter Gabriel
3673,2024,2,Landmines,Q123027285,98.0,pop-punk,
3674,2024,2,Why Me,Q1415217,98.0,country music,Kris Kristofferson
3675,2024,2,Tragedy,Q2323852,98.0,disco,Bee Gees
3676,2024,2,Enola Gay,Q2630633,98.0,synth-pop,Orchestral Manoeuvres in the Dark
3677,2024,2,If I Were a Rich Man,Q3148063,98.0,,Ivan Rebroff
3678,2024,2,West Coast,Q16334428,98.0,blues,Lana Del Rey
3679,2024,2,Maggie May,Q1932553,98.0,skiffle,The Beatles
3680,2024,2,A House Is Not a Home,Q16386112,98.0,pop music,Luther Vandross
3681,2024,2,All My Life,Q2105774,98.0,alternative rock,Foo Fighters
3682,2024,2,Play,Q1079716,98.0,dance-pop,Jennifer Lopez
3683,2024,2,Friend of a Friend,Q124359442,98.0,,
3684,2024,2,Here I Stand,Q5737356,98.0,soul,Usher
3685,2024,2,Mysterious Ways,Q937445,98.0,rock music,U2
3686,2024,2,Not While I'm Around,Q18162784,97.0,,Barbra Streisand
3687,2024,2,Unavailable,Q119840895,97.0,African popular music,Davido
3688,2024,2,No More Drama,Q428229,97.0,contemporary R&B,Mary J. Blige
3689,2024,2,Hope on the Rocks,Q5899724,97.0,country music,Toby Keith
3690,2024,2,Stay with Me,Q7605105,97.0,rock music,Faces
3691,2024,2,Love Stinks,Q6691338,97.0,rock music,The J. Geils Band
3692,2024,2,My Love,Q577182,96.0,contemporary R&B,Justin Timberlake
3693,2024,2,Butter,Q106627051,96.0,,BTS
3694,2024,2,I Believe,Q252718,96.0,traditional pop,Jane Froman
3695,2024,2,Who Do You Love?,Q4019600,96.0,rock and roll,Bo Diddley
3696,2024,2,I Want You,Q3775421,96.0,pop rock,Savage Garden
3697,2024,2,Rush,Q117039159,96.0,alté,
3698,2024,2,Impossible,Q2626573,96.0,contemporary R&B,Shontelle
3699,2024,2,Up on the Roof,Q7898096,96.0,rhythm and blues,The Drifters
3700,2024,2,Running on Empty,Q7380040,96.0,heartland rock,Jackson Browne
3701,2024,2,Boyfriend,Q110946511,96.0,pop music,Dove Cameron
3702,2024,2,Mercy,Q3019510,95.0,hip-hop,Kanye West
3703,2024,2,Times Like These,Q72931509,95.0,alternative rock,Foo Fighters
3704,2024,2,Kalinka,Q382559,95.0,traditional folk music,
3705,2024,2,Hush,Q2631389,95.0,pop rock,Billy Joe Royal
3706,2024,2,America,Q2420785,95.0,,Simon & Garfunkel
3707,2024,2,The Time Is Now,Q3648621,95.0,pop rap,John Cena
3708,2024,2,Supplies,Q47462850,95.0,contemporary R&B,Justin Timberlake
3709,2024,2,London Bridge,Q1784379,95.0,hip-hop,Fergie
3710,2024,2,Winchester Cathedral,Q4020323,95.0,pop music,The New Vaudeville Band
3711,2024,2,Super Trouper,Q114159,95.0,pop music,ABBA
3712,2024,2,Golden Years,Q2975273,95.0,funk,David Bowie
3713,2024,2,Southern Nights,Q55815074,94.0,country pop,Allen Toussaint
3714,2024,2,Supermassive Black Hole,Q1991588,94.0,alternative rock,Muse
3715,2024,2,It Girl,Q123468382,94.0,styles of pop music,Aliyah's Interlude
3716,2024,2,Don't Give Up on Us,Q5291632,94.0,soft rock,David Soul
3717,2024,2,Thunder,Q29790517,94.0,pop rock,Imagine Dragons
3718,2024,2,The Last Time,Q7746116,94.0,alternative rock,Taylor Swift
3719,2024,2,Aubrey,Q3510195,94.0,soft rock,Bread
3720,2024,2,Body Paint,Q114314152,94.0,,
3721,2024,2,And I Love You So,Q4753322,94.0,country music,Don McLean
3722,2024,2,Run,Q1508815,94.0,indie rock,Snow Patrol
3723,2024,2,Emotions,Q989466,94.0,disco,Mariah Carey
3724,2024,2,Good Life,Q2304699,94.0,hip-hop,Kanye West
3725,2024,2,Face Down,Q588548,94.0,pop-punk,The Red Jumpsuit Apparatus
3726,2024,2,Plan B,Q111973051,94.0,hip-hop,Megan Thee Stallion
3727,2024,2,Boadicea,Q887482,94.0,new age music,
3728,2024,2,Ride,Q37128,94.0,blue-eyed soul,Lana Del Rey
3729,2024,2,Helena,Q2454199,94.0,alternative rock,My Chemical Romance
3730,2024,2,Amanda,Q453716,94.0,rock music,Boston
3731,2024,2,Leningrad,Q6522590,93.0,rock music,Billy Joel
3732,2024,2,Dizzy,Q124458414,93.0,dance-pop,Olly Alexander
3733,2024,2,Part of Me,Q836630,93.0,dance-pop,Katy Perry
3734,2024,2,No Limit,Q1897031,93.0,Eurodance,2 Unlimited
3735,2024,2,Firestarter,Q1419005,93.0,,The Prodigy
3736,2024,2,Panic,Q2474596,93.0,alternative rock,The Smiths
3737,2024,2,Larger than Life,Q763311,93.0,dance-pop,Backstreet Boys
3738,2024,2,Sorry,Q104842879,93.0,,
3739,2024,2,Boom Boom,Q2557137,93.0,blues,John Lee Hooker
3740,2024,2,Another Love,Q16758395,93.0,piano rock,Tom Odell
3741,2024,2,Slide Away,Q66472629,93.0,pop music,Miley Cyrus
3742,2024,2,Doomsday,Q120487764,93.0,hip-hop,
3743,2024,2,Tribute,Q3110340,93.0,hard rock,Tenacious D
3744,2024,2,One Step Closer,Q19995,93.0,nu metal,Linkin Park
3745,2024,2,Come & Get It,Q8348336,93.0,pop music,Selena Gomez
3746,2024,2,America,Q4742729,92.0,,
3747,2024,2,Spanish Harlem,Q3965934,92.0,soul,Ben E. King
